,first,last,nickname,height_inches,weight_lbs,reach_inches,stance,win,loss,draw,belt
2579,Lumumba,Sayers,,72.0,185,--,,4.0,3.0,0.0,
2580,Matt,Sayles,Robo,67.0,145,68.0,Orthodox,7.0,2.0,0.0,
2581,Mark,Scanlon,,69.0,170,--,Orthodox,7.0,2.0,0.0,
2582,Eric,Schafer,Red,75.0,185,75.0,Orthodox,14.0,7.0,2.0,
2583,Kerry,Schall,Meat Truck,74.0,265,--,Orthodox,23.0,12.0,0.0,
2584,Eric,Schambari,,71.0,185,--,Orthodox,15.0,4.0,0.0,
2585,Brendan,Schaub,Big Brown,76.0,245,78.0,Orthodox,11.0,5.0,0.0,
2586,Antonio,Schembri,Nino,69.0,205,--,Orthodox,5.0,5.0,0.0,
2587,Fabiano,Scherner,Pegaleve,75.0,257,--,Orthodox,8.0,8.0,0.0,
2588,Samy,Schiavo,,68.0,155,--,Orthodox,10.0,6.0,0.0,
2589,Pat,Schilling,Thrilling,68.0,145,69.0,Orthodox,5.0,2.0,0.0,
2590,Joe,Schilling,,75.0,185,--,,2.0,5.0,0.0,
2591,Semmy,Schilt,Hightower,82.0,265,--,Orthodox,26.0,14.0,1.0,
2592,Adam,Schindler,,68.0,155,--,,9.0,3.0,0.0,
2593,Daniel,Schmitt,,,185,--,,1.0,3.0,0.0,
2594,Colleen,Schneider,,,135,--,,1.0,3.0,0.0,
2595,Matt,Schnell,Danger,68.0,125,70.0,Orthodox,12.0,4.0,0.0,
2596,Alex,Schoenauer,,75.0,185,--,Orthodox,15.0,10.0,0.0,
2597,Darrill,Schoonover,The Boss,74.0,220,--,Orthodox,11.0,5.0,0.0,
2598,Bob,Schrijber,Dirty,72.0,240,--,Orthodox,20.0,17.0,1.0,
2599,Nate,Schroeder,,73.0,230,--,,11.0,10.0,0.0,
2600,Lacey,Schuckman,,63.0,125,--,,6.0,4.0,0.0,
2601,Mark,Schultz,,69.0,200,--,Orthodox,1.0,1.0,0.0,
2602,Brian,Schwartz,,75.0,170,--,Orthodox,1.0,1.0,0.0,
2603,Eric,Schwartz,,,205,--,,2.0,0.0,0.0,
2604,Justin,Scoggins,,67.0,125,66.0,Southpaw,11.0,5.0,0.0,
2605,Bradley,Scott,Bear,73.0,170,76.0,,12.0,6.0,0.0,
2606,Greg,Scott,,69.0,145,--,,3.0,4.0,0.0,
2607,Mike,Seal,Crazy Boy,76.0,185,--,Orthodox,13.0,14.0,1.0,
2608,Matt,Secor,,72.0,170,--,,8.0,4.0,0.0,
2609,Kenneth,Seegrist,,72.0,185,--,Orthodox,4.0,6.0,0.0,
2610,Neil,Seery,2Tap,64.0,125,64.0,Orthodox,16.0,13.0,0.0,
2611,Rony,Sefo,,69.0,225,--,Orthodox,0.0,2.0,0.0,
2612,Ray,Sefo,Sugarfoot,72.0,240,--,Orthodox,2.0,1.0,0.0,
2613,Brendan,Seguin,,72.0,185,--,,23.0,17.0,1.0,
2614,Stefan,Sekulic,,72.0,170,75.0,Southpaw,12.0,3.0,0.0,
2615,Pete,Sell,Drago,71.0,170,75.0,Orthodox,9.0,5.0,0.0,
2616,Andrei,Semenov,,72.0,185,--,Orthodox,30.0,9.0,2.0,
2617,Mackens,Semerzier,Da Menace,69.0,145,72.0,Orthodox,8.0,4.0,0.0,
2618,Brandon,Sene,,71.0,205,--,,2.0,2.0,0.0,
2619,Kim In,Seok,,66.0,145,--,Orthodox,3.0,5.0,0.0,
2620,Ray,Seraille,,75.0,246,--,,8.0,9.0,0.0,
2621,Ivan,Serati,,72.0,205,--,Orthodox,12.0,4.0,0.0,
2622,Alex,Serdyukov,The Russian Crusher,74.0,170,74.0,Orthodox,8.0,5.0,0.0,
2623,Nicholas,Sergiacomi,,,170,--,,1.0,1.0,0.0,
2624,Matt,Serra,The Terra,66.0,170,68.0,Orthodox,11.0,7.0,0.0,
2625,Nick,Serra,The Mad Monkey,69.0,170,--,Orthodox,7.0,3.0,0.0,
2626,Adrian,Serrano,,68.0,170,--,,56.0,29.0,4.0,
2627,Fredy,Serrano,El Profe,63.0,125,65.0,Orthodox,3.0,2.0,0.0,
2628,Carl,Seumanutafa,,73.0,255,--,Orthodox,4.0,3.0,0.0,
2629,Dan,Severn,The Beast,74.0,250,--,Southpaw,100.0,18.0,7.0,
2630,Rosi,Sexton,The Surgeon,63.0,135,63.0,Orthodox,13.0,4.0,0.0,
2631,Scott,Shaffer,,67.0,145,--,Orthodox,0.0,1.0,0.0,
2632,Edmen,Shahbazyan,The Golden Boy,74.0,185,--,Orthodox,8.0,0.0,0.0,
2633,Kamal,Shalorus,Prince of Persia,68.0,155,68.0,Orthodox,7.0,3.0,2.0,
2634,Ken,Shamrock,The World's Most Dangerous Man,73.0,205,72.0,Orthodox,28.0,16.0,2.0,
2635,Frank,Shamrock,,70.0,185,--,Orthodox,22.0,11.0,2.0,
2636,Jason,Sharp,,,205,--,,3.0,2.0,0.0,
2637,Eric,Shelton,Showtime,66.0,125,68.0,Orthodox,12.0,5.0,0.0,
2638,Sean,Sherk,The Muscle Shark,66.0,155,67.0,Orthodox,36.0,4.0,1.0,
2639,Chase,Sherman,The Vanilla Gorilla,76.0,250,78.0,Orthodox,11.0,6.0,0.0,
2640,Valentina,Shevchenko,Bullet,65.0,125,67.0,Southpaw,16.0,3.0,0.0,
2641,Antonina,Shevchenko,La Pantera,68.0,125,--,Southpaw,7.0,0.0,0.0,
2642,Katsuyori,Shibata,,72.0,168,--,Orthodox,4.0,11.0,1.0,
2643,Jake,Shields,,72.0,170,72.0,Orthodox,29.0,7.0,1.0,
2644,Shunichi,Shimizu,Rolling Star,65.0,135,66.0,Orthodox,28.0,9.0,10.0,
2645,Wade,Shipp,The Nightmare,75.0,245,--,Orthodox,10.0,5.0,0.0,
2646,Raja,Shippen,,66.0,145,--,,18.0,11.0,1.0,
2647,Yuya,Shirai,,68.0,168,--,Orthodox,21.0,10.0,1.0,
2648,Wes,Shivers,,80.0,--,--,,8.0,1.0,0.0,
2649,Alexander,Shlemenko,Storm,71.0,185,--,,56.0,9.0,0.0,
2650,Josh,Shockley,,73.0,155,74.0,Orthodox,11.0,4.0,0.0,
2651,Josh,Shockman,The War Hammer,76.0,235,--,Southpaw,5.0,3.0,0.0,
2652,Akira,Shoji,,68.0,195,--,Orthodox,14.0,17.0,5.0,
2653,Landon,Showalter,The Show,72.0,185,--,,11.0,19.0,1.0,
2654,Brandon,Shuey,Big Dawg,67.0,155,--,Orthodox,7.0,6.0,0.0,
2655,Sam,Sicilia,,68.0,145,67.0,Orthodox,15.0,8.0,0.0,
2656,Kiril,Sidelnikov,,71.0,230,--,,7.0,4.0,0.0,
2657,Steven,Siler,Super,71.0,145,70.0,Orthodox,23.0,13.0,0.0,
2658,Siala,Siliga,Mighty Mo,73.0,290,--,Orthodox,3.0,2.0,0.0,
2659,Xavier,Siller,Young Guns,65.0,125,--,,5.0,5.0,0.0,
2660,Assuerio,Silva,,70.0,241,--,Orthodox,15.0,8.0,0.0,
2661,Anderson,Silva,The Spider,74.0,185,77.0,Southpaw,34.0,8.0,0.0,
2662,Wanderlei,Silva,The Axe Murderer,71.0,205,74.0,Orthodox,35.0,12.0,1.0,
2663,Thiago,Silva,,74.0,205,74.0,Orthodox,16.0,3.0,0.0,
2664,Paulo Cesar,Silva,Giant,89.0,385,--,Orthodox,2.0,6.0,0.0,
2665,Jean,Silva,White Bear,66.0,160,--,Orthodox,18.0,11.0,3.0,
2666,Edson,Silva,Paredao,,205,--,Orthodox,7.0,8.0,0.0,
2667,Sidney,Silva,,75.0,170,--,Southpaw,8.0,4.0,0.0,
2668,Jay,Silva,,74.0,185,--,Southpaw,7.0,5.0,1.0,
2669,Antonio,Silva,Bigfoot,76.0,264,80.0,Orthodox,19.0,10.0,1.0,
2670,Fabio,Silva,,71.0,205,--,Orthodox,11.0,5.0,0.0,
2671,Erick,Silva,The Tiger,72.0,170,74.0,Orthodox,19.0,9.0,0.0,
2672,Leandro,Silva,Buscape,69.0,155,72.0,Orthodox,19.0,4.0,1.0,
2673,Wagner,Silva,Wagnao,72.0,170,71.0,Orthodox,3.0,3.0,0.0,
2674,Rafael,Silva,Morcego,67.0,135,--,,28.0,6.0,0.0,
2675,Joaquim,Silva,Netto BJJ,68.0,155,69.0,,11.0,2.0,0.0,
2676,Felipe,Silva,,72.0,155,77.0,Orthodox,8.0,2.0,0.0,
2677,Dayana,Silva,,67.0,135,--,Orthodox,7.0,3.0,0.0,
2678,Douglas,Silva de Andrade,D Silva,67.0,135,68.0,Orthodox,25.0,3.0,0.0,
2679,Leonardo,Silva,Cabecao,74.0,185,--,Orthodox,12.0,3.0,0.0,
2680,Marcus,Silveira,Conan,75.0,242,--,Orthodox,6.0,4.0,0.0,
2681,Elias,Silverio,Xuxu,71.0,155,73.0,Orthodox,11.0,2.0,0.0,
2682,Ricky,Simon,,66.0,135,69.0,Orthodox,14.0,1.0,0.0,
2683,Aaron,Simpson,A-Train,72.0,170,73.0,Orthodox,11.0,4.0,0.0,
2684,Wes,Sims,The Project,82.0,260,--,Orthodox,22.0,13.0,1.0,
2685,Marlon,Sims,,,170,--,,3.0,4.0,0.0,
2686,Tony,Sims,,71.0,155,70.0,Southpaw,12.0,4.0,0.0,
2687,Everett,Sims,Sexual Chocolate,77.0,260,77.0,Southpaw,4.0,1.0,0.0,
2688,Lodune,Sincaid,,69.0,185,--,Orthodox,15.0,9.0,0.0,
2689,Rob,Sinclair,,68.0,155,--,,13.0,5.0,0.0,
2690,Rory,Singer,Outburst,74.0,185,77.0,Orthodox,11.0,9.0,0.0,
2691,Elvis,Sinosic,The King of Rock n' Rumble,75.0,205,77.0,Orthodox,7.0,11.0,2.0,
2692,Mitchell,Sipe,The Sniper,74.0,245,--,Orthodox,4.0,1.0,0.0,
2693,AJ,Siscoe,Let's Go,67.0,135,--,,1.0,2.0,0.0,
2694,Yokthai,Sithoar,,67.0,143,--,,0.0,1.0,0.0,
2695,Jeri,Sitzes,,65.0,125,--,,3.0,1.0,0.0,
2696,Dennis,Siver,,66.0,145,70.0,Orthodox,23.0,11.0,0.0,
2697,Chas,Skelly,The Scrapper,71.0,145,72.0,Orthodox,17.0,4.0,0.0,
2698,Matt,Skelton,,75.0,265,--,Orthodox,0.0,1.0,0.0,
2699,Zach,Skinner,,66.0,145,--,Orthodox,6.0,8.0,0.0,
2700,Brian,Sleeman,,68.0,185,--,,9.0,9.0,1.0,
2701,Joe,Slick,,72.0,199,--,Orthodox,16.0,5.0,3.0,
2702,Ray,Sloan,,73.0,205,--,,8.0,1.0,0.0,
2703,Kestutis,Smirnovas,,70.0,200,--,Orthodox,22.0,8.0,1.0,
2704,Maurice,Smith,,74.0,221,--,Orthodox,12.0,13.0,0.0,
2705,Patrick,Smith,,74.0,225,--,Orthodox,20.0,15.0,0.0,
2706,Scott,Smith,Hands of Steel,72.0,185,70.0,Orthodox,17.0,9.0,0.0,
2707,Eric,Smith,,,--,--,Southpaw,1.0,1.0,0.0,
2708,Josh,Smith,,72.0,155,--,Orthodox,6.0,5.0,0.0,
2709,David,Smith,,,155,--,,5.0,1.0,0.0,
2710,Adam,Smith,,,--,--,,0.0,2.0,0.0,
2711,Dillon,Smith,,72.0,170,--,,0.0,0.0,0.0,
2712,Trevor,Smith,Hot Sauce,75.0,185,75.0,Orthodox,15.0,9.0,0.0,
2713,Anthony,Smith,Lionheart,76.0,205,76.0,Orthodox,31.0,13.0,0.0,
2714,Colton,Smith,,72.0,155,71.0,Orthodox,6.0,4.0,0.0,
2715,Gilbert,Smith,,69.0,185,75.0,Southpaw,5.0,2.0,0.0,
2716,Leslie,Smith,The Peacemaker,69.0,135,66.0,Orthodox,10.0,7.0,1.0,
2717,Devonte,Smith,King Kage,69.0,155,76.0,Orthodox,9.0,1.0,0.0,
2718,Walter,Smith-Cotito,,68.0,135,--,,4.0,5.0,0.0,
2719,Justin,Smitley,,,145,--,,10.0,7.0,1.0,
2720,Dmitrii,Smoliakov,The Lifeguard,74.0,253,74.0,Switch,8.0,2.0,0.0,
2721,Louis,Smolka,Da Last Samurai,69.0,125,68.0,Orthodox,15.0,5.0,0.0,
2722,Richie,Smullen,,69.0,155,68.0,Orthodox,3.0,1.0,1.0,
2723,Denis,Sobolev,,75.0,216,--,Orthodox,4.0,7.0,0.0,
2724,Peter,Sobotta,,72.0,170,75.0,Southpaw,17.0,6.0,1.0,
2725,Renato,Sobral,Babalu,73.0,205,75.0,Orthodox,36.0,9.0,0.0,
2726,Rameau Thierry,Sokoudjou,The African Assassin,70.0,205,78.0,Orthodox,12.0,10.0,0.0,
2727,Joe,Son,,64.0,236,--,Orthodox,0.0,4.0,0.0,
2728,Paul,Song,,,185,--,,2.0,1.0,0.0,
2729,Chael,Sonnen,,73.0,205,74.0,Southpaw,29.0,14.0,1.0,
2730,Cody,Sons,,69.0,205,--,,3.0,7.0,0.0,
2731,Jin,Soo Son,,66.0,135,69.0,Orthodox,9.0,3.0,0.0,
2732,Emiliano,Sordi,He-Man,74.0,205,--,Orthodox,16.0,6.0,0.0,
2733,Sean,Soriano,,69.0,145,70.0,Orthodox,8.0,3.0,0.0,
2734,Dmitry,Sosnovskiy,Wicked Machine,75.0,240,77.0,Orthodox,11.0,0.0,0.0,
2735,Krzysztof,Soszynski,The Polish Experiment,73.0,205,77.0,Open Stance,26.0,12.0,1.0,
2736,George,Sotiropoulos,,70.0,155,71.0,Orthodox,14.0,6.0,0.0,
2737,Greg,Soto,,71.0,170,73.0,Orthodox,8.0,2.0,0.0,
2738,Alex,Soto,Extremo,68.0,135,71.0,Southpaw,6.0,2.0,1.0,
2739,Joe,Soto,One Bad Mofo,66.0,135,65.0,Orthodox,18.0,7.0,0.0,
2740,Mario,Soto,Dr. Mario,72.0,145,--,,7.0,2.0,0.0,
2741,Andre,Soukhamthath,The Asian Sensation,69.0,135,70.0,Orthodox,13.0,6.0,0.0,
2742,Bobby,Southworth,,74.0,205,--,Orthodox,10.0,6.0,0.0,
2743,Jacare,Souza,Jacare,73.0,185,72.0,Orthodox,26.0,6.0,0.0,
2744,Kevin,Souza,Kevin,72.0,145,74.0,Orthodox,19.0,4.0,0.0,
2745,Charon,Spain,,69.0,155,--,,6.0,7.0,0.0,
2746,Chris,Spang,The Kiss,74.0,170,--,Orthodox,5.0,2.0,0.0,
2747,Andreas,Spang,Sweet Swede,73.0,185,--,,6.0,1.0,0.0,
2748,Ryan,Spann,Superman,77.0,205,81.0,Orthodox,15.0,5.0,0.0,
2749,Ron,Sparks,The Monster,77.0,265,--,,8.0,1.0,0.0,
2750,Tommy,Speer,,70.0,170,71.0,Orthodox,19.0,5.0,0.0,
2751,Patrick,Speight,,73.0,170,--,Orthodox,7.0,3.0,0.0,
2752,Sean,Spencer,Black Magic,70.0,170,75.0,,12.0,6.0,0.0,
2753,Sam,Spengler,The Ram,71.0,185,--,Orthodox,4.0,2.0,0.0,
2754,Nick,Sperling,,,135,--,,3.0,4.0,0.0,
2755,Mario,Sperry,Zen Machine,74.0,205,--,Orthodox,13.0,4.0,0.0,
2756,Eric,Spicely,Zebrinha,73.0,185,73.0,Orthodox,10.0,5.0,0.0,
2757,Waachiim,Spiritwolf,Native Warrior,68.0,170,--,,9.0,8.0,1.0,
2758,Daniel,Spitz,The Daddy Long Legs,79.0,245,82.0,Orthodox,6.0,2.0,0.0,
2759,Daniel,Spohn,Dragon,76.0,205,79.0,Southpaw,15.0,6.0,0.0,
2760,Pete,Spratt,The Secret Weapon,69.0,170,--,Orthodox,23.0,21.0,0.0,
2761,Austin,Springer,,68.0,145,71.0,Orthodox,10.0,3.0,0.0,
2762,Georges,St-Pierre,Rush,71.0,185,76.0,Orthodox,26.0,2.0,0.0,
2763,Bobby,Stack,,69.0,155,--,Orthodox,8.0,2.0,0.0,
2764,Andreas,Stahl,Real Steel,71.0,170,73.0,Orthodox,9.0,2.0,0.0,
2765,Ron,Stallings,The Choir Boy,74.0,170,75.0,Southpaw,13.0,8.0,0.0,
2766,Cody,Stamann,The Spartan,66.0,135,64.0,Orthodox,17.0,2.0,0.0,
2767,Cristina,Stanciu,Barbie,63.0,115,64.0,Orthodox,5.0,2.0,0.0,
2768,Brian,Stann,All American,73.0,205,74.0,Orthodox,12.0,6.0,0.0,
2769,Josh,Stansbury,The Sandman,74.0,205,74.0,,8.0,5.0,0.0,
2770,Dion,Staring,Soldier,73.0,235,--,Orthodox,24.0,8.0,0.0,
2771,Lucas,Stark,,,155,--,,2.0,5.0,0.0,
2772,Clifford,Starks,,72.0,185,77.0,Orthodox,8.0,2.0,0.0,
2773,Kalib,Starnes,,75.0,185,74.0,Orthodox,12.0,7.0,1.0,
2774,Laureano,Staropoli,Pepi,72.0,170,--,Orthodox,8.0,1.0,0.0,
2775,Damian,Stasiak,Webster,65.0,135,70.0,Orthodox,10.0,6.0,0.0,
2776,Adam,Steele,,,170,--,,0.0,1.0,0.0,
2777,Dominique,Steele,Non-Stop Action-Packed,70.0,170,74.0,Orthodox,14.0,9.0,0.0,
2778,Eric,Steenberg,,,155,--,,5.0,1.0,0.0,
2779,Steve,Steinbeiss,The Hooligan,75.0,185,75.0,Orthodox,7.0,4.0,0.0,
2780,Ray,Steinbeiss,Ipswitch Cobra,71.0,170,--,Orthodox,14.0,7.0,0.0,
2781,Dmitri,Stepanov,,75.0,217,--,Orthodox,0.0,1.0,0.0,
2782,Jeremy,Stephens,Lil' Heathen,68.0,145,71.0,Orthodox,28.0,15.0,0.0,
2783,Aljamain,Sterling,Funk Master,67.0,135,71.0,Orthodox,16.0,3.0,0.0,
2784,Marc,Stevens,,69.0,155,--,,14.0,6.0,0.0,
2785,Joe,Stevenson,Daddy,67.0,145,70.0,Orthodox,31.0,14.0,0.0,
2786,Maia,Stevenson,,64.0,115,62.0,Orthodox,6.0,5.0,0.0,
2787,Luke,Stewart,,71.0,170,--,Orthodox,6.0,3.0,0.0,
2788,Darren,Stewart,The Dentist,72.0,185,74.0,Orthodox,9.0,4.0,0.0,
2789,Kyle,Stewart,Gunz Up,74.0,170,76.0,Orthodox,11.0,1.0,0.0,
2790,Alex,Stiebling,The Brazilian Killa,74.0,205,--,Southpaw,18.0,11.0,1.0,
2791,Tyler,Stinson,The Evolution,75.0,170,--,,22.0,8.0,0.0,
2792,Dan,Stittgen,The Anvil,73.0,170,--,Orthodox,7.0,3.0,0.0,
2793,Lazar,Stojadinovic,The Bronx Bomber,67.0,145,68.0,Southpaw,12.0,5.0,0.0,
2794,Denis,Stojnic,,72.0,245,--,Orthodox,9.0,3.0,0.0,
2795,Julija,Stoliarenko,,67.0,145,66.0,,4.0,4.0,1.0,
2796,Ken,Stone,,68.0,135,71.0,,11.0,4.0,0.0,
2797,Ryan,Stonitsch,,69.0,170,--,Southpaw,8.0,1.0,0.0,
2798,George,Stork,,70.0,185,--,,6.0,4.0,0.0,
2799,Rick,Story,The Horror,69.0,170,71.0,Southpaw,19.0,9.0,0.0,
2800,Darko,Stosic,,72.0,205,76.0,Orthodox,13.0,1.0,0.0,
2801,Greg,Stott,Ranger,67.0,220,--,Southpaw,0.0,1.0,0.0,
2802,Curtis,Stout,,73.0,185,--,Southpaw,11.0,12.0,1.0,
2803,Sam,Stout,Hands of Stone,69.0,155,70.0,Orthodox,21.0,12.0,1.0,
2804,Tim,Stout,,71.0,185,--,,12.0,10.0,0.0,
2805,Gennaro,Strangis,,,--,--,,0.0,1.0,0.0,
2806,Dave,Strasser,,70.0,170,--,Orthodox,25.0,8.0,4.0,
2807,Daniel,Straus,,67.0,145,71.0,,24.0,7.0,0.0,
2808,Gerald,Strebendt,The Finishing Machine,69.0,155,--,Orthodox,9.0,7.0,0.0,
2809,Sean,Strickland,Tarzan,73.0,170,76.0,Orthodox,20.0,3.0,0.0,
2810,Hans,Stringer,,75.0,205,73.0,Orthodox,22.0,7.0,3.0,
2811,Stefan,Struve,Skyscraper,83.0,265,84.0,Orthodox,32.0,11.0,0.0,
2812,Josh,Stuart,,69.0,160,--,,1.0,4.0,0.0,
2813,Mike,Stumpf,,70.0,170,71.0,,11.0,4.0,0.0,
2814,Kyle,Sturgeon,,75.0,225,--,Switch,0.0,1.0,0.0,
2815,Tatiana,Suarez,,65.0,115,67.0,,8.0,0.0,0.0,
2816,Masanori,Suda,,69.0,183,--,Orthodox,22.0,11.0,3.0,
2817,Genki,Sudo,Neo-Samurai,69.0,155,--,Orthodox,15.0,4.0,2.0,
2818,Daisuke,Sugie,Amazon,66.0,160,--,Orthodox,10.0,8.0,1.0,
2819,Takashi,Sugiura,,71.0,225,--,Southpaw,1.0,3.0,0.0,
2820,Naho,Sugiyuma,Sugi Rock,61.0,105,--,,12.0,5.0,0.0,
2821,George,Sullivan,The Silencer,72.0,170,73.0,Orthodox,17.0,7.0,0.0,
2822,Amar,Suloev,,69.0,183,--,Orthodox,24.0,7.0,0.0,
2823,Magomed,Sultanakhmedov,,74.0,185,--,Southpaw,16.0,5.0,0.0,
2824,Justin,Sumter,The Fort,74.0,185,80.0,Southpaw,6.0,1.0,0.0,
2825,Aji,Susilo,,70.0,155,--,,6.0,4.0,0.0,
2826,Jason,Suttie,Nobunaga,72.0,210,--,Orthodox,0.0,1.0,0.0,
2827,Joel,Sutton,,71.0,205,--,Orthodox,2.0,4.0,1.0,
2828,Chad,Sutton,,73.0,185,--,,2.0,2.0,0.0,
2829,Martin,Svensson,Big Swede,73.0,155,72.0,,14.0,6.0,0.0,
2830,Cub,Swanson,,68.0,145,70.0,Orthodox,25.0,10.0,0.0,
2831,Mike,Swick,Quick,73.0,170,77.0,Orthodox,15.0,6.0,0.0,
2832,Floyd,Sword,,72.0,185,--,Orthodox,12.0,3.0,0.0,
2833,Bentley,Syler,Dr. Bolivia,64.0,125,68.0,Orthodox,5.0,1.0,0.0,
2834,Leo,Sylvest,Lethal,71.0,205,--,Orthodox,10.0,26.0,0.0,
2835,Tony,Sylvester,,73.0,225,--,Southpaw,11.0,3.0,0.0,
2836,Tim,Sylvia,The Maine-iac,80.0,265,80.0,Orthodox,30.0,7.0,0.0,
2838,Osamu,Tachihikari,,77.0,300,--,Orthodox,0.0,4.0,0.0,
2839,Amber,Tackett,,,115,--,,1.0,3.0,0.0,
2840,Eugenio,Tadeu,,68.0,160,--,Orthodox,2.0,3.0,0.0,
2841,Khalid,Taha,The Warrior,65.0,145,69.0,Orthodox,12.0,2.0,0.0,
2842,Joe,Taimanglo,The Juggernaut,64.0,135,--,,23.0,7.0,1.0,
2843,Mairbek,Taisumov,Beckan,69.0,155,73.0,Orthodox,27.0,5.0,0.0,
2844,Nobuhiko,Takada,,72.0,220,--,Southpaw,2.0,6.0,2.0,
2845,Yoshiki,Takahashi,Kazuo,71.0,199,--,Southpaw,29.0,25.0,3.0,
2846,Yoko,Takahashi,,68.0,150,--,,15.0,12.0,2.0,
2847,Daiju,Takase,,72.0,170,--,Southpaw,9.0,13.0,2.0,
2848,Hiroyuki,Takaya,Streetfight Bancho,66.0,139,--,Orthodox,16.0,10.0,1.0,
2849,Yoshihiro,Takayama,,77.0,280,--,Orthodox,1.0,4.0,0.0,
2850,Makoto,Takimoto,,67.0,205,--,Southpaw,6.0,5.0,0.0,
2851,Oleg,Taktarov,The Russian Bear,72.0,210,--,Orthodox,17.0,5.0,2.0,
2852,Nordine,Taleb,,73.0,170,74.0,Orthodox,14.0,6.0,0.0,
2853,Tsuyoshi,Tamakairiki,,72.0,220,--,Orthodox,0.0,3.0,0.0,
2854,Eli,Tamez,Tomahawk,67.0,135,--,,10.0,0.0,0.0,
2855,Kiyoshi,Tamura,,71.0,185,--,Southpaw,32.0,13.0,3.0,
2856,Akitoshi,Tamura,The Ironman,69.0,135,70.0,Orthodox,16.0,11.0,2.0,
2857,Issei,Tamura,,65.0,135,63.0,Orthodox,7.0,4.0,0.0,
2858,Jason,Tan,,70.0,170,--,Orthodox,5.0,3.0,0.0,
2859,Akihito,Tanaka,Kinniku Mantaro,,--,--,Southpaw,2.0,2.0,0.0,
2860,Michinori,Tanaka,,65.0,135,67.0,Orthodox,11.0,3.0,0.0,
2861,Evan,Tanner,,72.0,185,74.0,Orthodox,32.0,8.0,0.0,
2862,Manny,Tapia,The Mangler,65.0,135,67.0,Orthodox,11.0,4.0,1.0,
2863,Gary,Tapusoa,,67.0,185,--,,6.0,2.0,0.0,
2864,Miesha,Tate,Cupcake,66.0,135,65.0,Orthodox,18.0,7.0,0.0,
2865,Deividas,Taurosevicius,,69.0,145,68.0,Southpaw,13.0,5.0,0.0,
2866,Thiago,Tavares,,67.0,145,68.0,Orthodox,24.0,7.0,1.0,
2867,Jeremy,Tavares,,,135,--,,1.0,5.0,0.0,
2868,Brad,Tavares,,73.0,185,74.0,Orthodox,17.0,6.0,0.0,
2869,Paul,Taylor,Relentless,72.0,155,72.0,Orthodox,11.0,6.0,1.0,
2870,Jesse,Taylor,JT Money,72.0,170,73.0,Orthodox,33.0,15.0,0.0,
2871,Torrance,Taylor,,67.0,155,--,,10.0,7.0,1.0,
2872,Louis,Taylor,BeastMode,71.0,185,74.0,Orthodox,11.0,3.0,0.0,
2873,Anthony,Taylor,Pretty Boy,67.0,145,--,,1.0,3.0,0.0,
2874,Danielle,Taylor,Dynamite,60.0,115,60.0,Orthodox,9.0,4.0,0.0,
2875,J.T,Taylor,The Outlaw,70.0,--,--,,7.0,7.0,0.0,
2876,James,Te Huna,,74.0,185,75.0,Orthodox,18.0,9.0,0.0,
2877,Shawn,Teed,,77.0,265,79.0,Orthodox,5.0,1.0,0.0,
2878,Glover,Teixeira,,74.0,205,76.0,Orthodox,27.0,7.0,0.0,
2879,John,Teixeira,Macapa,67.0,145,--,Orthodox,14.0,1.0,1.0,
2880,Ewerton,Teixeira,,73.0,242,--,,3.0,1.0,0.0,
2881,Tra,Telligman,Trauma,74.0,233,--,Orthodox,7.0,5.0,1.0,
2882,Herman,Terrado,,,170,--,,8.0,2.0,1.0,
2883,Dave,Terrel,The Bionic,68.0,170,--,Southpaw,7.0,6.0,0.0,
2884,David,Terrell,The Soul Assassin,73.0,185,--,Southpaw,6.0,2.0,0.0,
2885,James,Terry,Intensity,70.0,170,--,Orthodox,16.0,8.0,0.0,
2886,Jeff,Terry,,74.0,205,--,,2.0,3.0,0.0,
2887,David,Teymur,,69.0,155,73.0,Southpaw,8.0,1.0,0.0,
2888,Daniel,Teymur,Kid Dynamite,65.0,145,69.0,Orthodox,6.0,2.0,0.0,
2889,Motonobu,Tezuka,,67.0,135,66.0,Southpaw,19.0,6.0,4.0,
2890,Jason,Thacker,,70.0,185,--,Orthodox,0.0,1.0,0.0,
2891,Brandon,Thatch,Rukus,74.0,170,74.0,Switch,11.0,5.0,0.0,
2892,Elias,Theodorou,The Spartan,73.0,185,75.0,Orthodox,17.0,2.0,0.0,
2893,Nik,Theotikos,,,185,--,Orthodox,6.0,2.0,0.0,
2894,Paulo,Thiago,,71.0,170,73.0,Orthodox,15.0,8.0,0.0,
2895,Din,Thomas,Dinyero,69.0,155,--,Orthodox,25.0,8.0,0.0,
2896,Ryan,Thomas,The Tank Engine,72.0,170,--,Orthodox,12.0,7.0,0.0,
2897,Noah,Thomas,,69.0,135,--,Orthodox,14.0,7.0,0.0,
2898,Treston,Thomison,,68.0,145,--,,10.0,6.0,0.0,
2899,Nick,Thompson,The Goat,73.0,170,74.0,Orthodox,38.0,14.0,1.0,
2900,James,Thompson,The Colossus,77.0,265,--,Orthodox,16.0,14.0,0.0,
2901,Oli,Thompson,,73.0,242,75.0,Orthodox,9.0,4.0,0.0,
2902,Stephen,Thompson,Wonderboy,72.0,170,75.0,Orthodox,14.0,3.0,1.0,
2903,Josh,Thomson,The Punk,70.0,155,71.0,Orthodox,21.0,8.0,0.0,
