,dict_type,dataset,num_obs,model_name,accuracy,precision,recall,roc_auc
0,cumu_dfs_dict,Exact Data: 1 Fight Lookback Window,6914,RandomForestClassifier,0.5160515463055135,0.5096348734463764,0.4420972618122139,0.5242312553238823
1,cumu_dfs_dict,Exact Data: 1 Fight Lookback Window,6914,LogisticRegression,0.5299419455760688,0.5253712742490512,0.4673818778612767,0.5395874203110875
2,cumu_dfs_dict,Exact Data: 2 Fight Lookback Window,5006,RandomForestClassifier,0.5079840271504942,0.5011513940987371,0.42561693670906864,0.5123130748628804
3,cumu_dfs_dict,Exact Data: 2 Fight Lookback Window,5006,LogisticRegression,0.537545089640898,0.5339847762200419,0.4937341403125538,0.5521726951395859
4,cumu_dfs_dict,Exact Data: 3 Fight Lookback Window,3780,RandomForestClassifier,0.4962913958201211,0.48579378454697303,0.405600962235168,0.48730456114542964
5,cumu_dfs_dict,Exact Data: 3 Fight Lookback Window,3780,LogisticRegression,0.5309548545657445,0.52420901327687,0.49491493493319416,0.5449164159885307
6,cumu_dfs_dict,Exact Data: 4 Fight Lookback Window,2884,RandomForestClassifier,0.505539909493549,0.4985167293615212,0.5197183098591549,0.5118942934337053
7,cumu_dfs_dict,Exact Data: 4 Fight Lookback Window,2884,LogisticRegression,0.5554929713075294,0.5499007020396476,0.5323943661971832,0.5784072733187192
8,cumu_dfs_dict,Exact Data: 5 Fight Lookback Window,2248,RandomForestClassifier,0.5151121009651076,0.5094786198347562,0.40723981900452494,0.5148648149746612
9,cumu_dfs_dict,Exact Data: 5 Fight Lookback Window,2248,LogisticRegression,0.5293689680772087,0.5222563514691515,0.5004524886877828,0.5479178344604818
10,cumu_dfs_dict,Exact Data: 6 Fight Lookback Window,1710,RandomForestClassifier,0.5070518227061659,0.501082747436904,0.4276063679909834,0.5056695752334426
11,cumu_dfs_dict,Exact Data: 6 Fight Lookback Window,1710,LogisticRegression,0.549750785886055,0.5439450640128716,0.5249577345731191,0.5686295259122647
